Fst34,Fst32,Fst42
-0.006036217303822866,0.027027027027027084,0.08571428571428574
-0.006036217303822866,0.43150684931506855,0.5353535353535352
0.013333333333333197,0.174731182795699,0.17619047619047623
-0.021840873634945357,0.6264591439688716,0.6325411334552101
nan,nan,nan
0.08571428571428574,0.08571428571428574,nan
-0.012209531311540012,0.08130081300812997,0.027027027027027084
nan,1.0,1.0
nan,0.027027027027027084,0.027027027027027084
0.0016825574873807758,0.6601941747572815,0.9
0.0,0.06542056074766356,0.05555555555555558
-0.017720695821817456,0.23282442748091603,0.17374517374517373
0.021113243761996192,0.08571428571428574,0.05555555555555547
nan,0.8095238095238095,0.8095238095238095
nan,1.0,1.0
0.0,0.0,0.0
-0.01663585951940849,0.027027027027027084,0.0
0.007092198581560183,0.18315018315018317,0.1577060931899641
-0.012311901504787892,0.05555555555555558,0.0674157303370787
0.027027027027027084,0.0,0.017857142857142905
nan,0.09016393442622961,0.09016393442622961
0.0,0.09615384615384603,0.11764705882352944
-0.02564102564102555,0.3179190751445088,0.3179190751445088
0.0,0.11764705882352944,0.22580645161290325
nan,0.07801418439716301,0.07801418439716301
nan,0.52,0.52
0.0,0.0,0.0
-0.02564102564102555,0.05555555555555547,0.05555555555555547
0.0,0.0,nan
-0.013740458015267132,0.7381703470031545,0.7246596066565809
-0.020296215030169984,0.05555555555555547,0.05555555555555558
0.0020283975659229903,0.13095238095238093,0.06542056074766356
0.019836639439906656,0.09016393442622961,0.18181818181818177
nan,0.0,0.0
nan,nan,nan
0.052896725440806036,0.11764705882352944,0.0
nan,nan,nan
0.05555555555555547,nan,0.05555555555555547
-0.021721641190667773,0.6814159292035398,0.7355769230769231
nan,0.31034482758620696,0.31034482758620696
-0.006036217303822866,0.4156862745098039,0.6044444444444445
nan,nan,nan
0.0,nan,0.0
0.0,0.0,nan
0.0,nan,0.0
nan,0.9090909090909091,0.9090909090909091
0.0,0.0,0.0
-0.01384083044982698,0.07042253521126773,0.030120481927710774
nan,nan,nan
nan,0.9090909090909091,0.9090909090909091
nan,0.15151515151515138,0.15151515151515138
0.002138275124732636,0.12972972972972974,0.1399999999999999
-0.01663585951940849,0.22941176470588243,0.25
-0.016299137104506256,0.5440180586907448,0.6056338028169014
nan,0.027027027027027084,0.027027027027027084
0.0,0.7707808564231738,0.7707808564231738
-0.0023866348448686736,0.14835164835164838,0.23376623376623384
-0.014102702120788013,0.06926406926406925,0.06990291262135917
0.036918138041733495,0.036363636363636154,0.10465116279069753
nan,nan,nan
nan,0.0,0.0
0.0,0.9090909090909091,0.8333333333333334
-0.025641025641025772,0.5465116279069768,0.5465116279069768
0.0,0.44915254237288127,0.48847926267281105
nan,0.0,0.0
0.0026385224274404484,0.5833333333333334,0.368421052631579
0.021113243761996192,0.0,0.08571428571428574
nan,0.52,0.52
nan,nan,nan
nan,nan,nan
nan,0.027027027027027084,0.027027027027027084
0.047866805411030056,0.6642335766423357,0.36842105263157876
0.001386962552011095,0.703448275862069,0.7152777777777777
-0.022253129346314404,0.0674157303370787,0.08571428571428574
0.0,0.9090909090909091,1.0
0.04566744730679151,0.5833333333333334,0.613899613899614
-0.01992966002344665,0.027027027027027084,0.05555555555555547
nan,0.05555555555555547,0.05555555555555547
-0.01663585951940849,0.8414096916299559,0.9090909090909091
-0.002624671916010568,0.23913043478260876,0.15736040609137047
