Divergence34,Divergence32,Divergence42
0.5596175000000001,0.7556499999999999,0.7569500000000001
0.5749,0.7490800000000002,0.7415574999999996
0.5693875000000002,0.7479,0.7330624999999998
0.5264500000000002,0.7404500000000002,0.7099125
0.5483999999999999,0.7539925000000001,0.7637875000000002
0.5773775000000001,0.7713999999999999,0.7497424999999999
0.55775,0.748215,0.7452825000000002
0.5315600000000001,0.7414000000000002,0.7331050000000001
0.5463925000000001,0.7497999999999998,0.7479999999999999
0.5658500000000002,0.7519999999999999,0.7349999999999999
0.5390499999999999,0.7524575,0.7319
0.5499999999999999,0.7445999999999998,0.7606499999999998
0.5440400000000001,0.7328499999999999,0.7519949999999999
0.56396,0.7306750000000001,0.7355999999999999
0.56285,0.7392174999999999,0.7649499999999998
0.5658200000000002,0.7461900000000001,0.7587999999999998
0.5347825000000002,0.7363000000000001,0.75101
0.5649499999999998,0.7494,0.7515549999999995
0.5493100000000001,0.7502000000000002,0.7335
0.5458999999999999,0.740505,0.7589850000000001
0.5693974999999997,0.7261899999999999,0.7158000000000001
0.563535,0.7627999999999999,0.736155
0.548025,0.7718,0.7626
0.5370900000000001,0.7536525,0.73767
0.5653,0.7678100000000002,0.7554950000000001
0.5570900000000003,0.7500875000000001,0.7405274999999998
0.5434100000000002,0.73759,0.757995
0.5573500000000001,0.7367975,0.7163999999999996
0.5805,0.7598750000000001,0.7406499999999997
0.5906750000000002,0.7463000000000001,0.753
0.5497000000000001,0.74605,0.7649
0.5627375,0.75755,0.7408049999999999
0.5634724999999998,0.7338600000000003,0.7600050000000002
0.502645,0.75918,0.7442500000000002
0.5467674999999999,0.7531975000000002,0.7507800000000003
0.5564925000000001,0.7335575000000001,0.759205
0.5552999999999999,0.7687600000000002,0.7587250000000001
0.5720000000000001,0.7581999999999998,0.7543500000000001
0.5666975000000001,0.7214999999999998,0.7486349999999998
0.5808700000000001,0.7774600000000002,0.74089
0.5473699999999998,0.7548499999999999,0.7615500000000002
0.5561499999999999,0.7605500000000002,0.7605624999999999
0.5818349999999998,0.7377199999999997,0.75984
0.5473575,0.7353000000000002,0.7393
0.5472100000000001,0.74575,0.7316000000000001
0.5638099999999999,0.7583925,0.75706
0.5789000000000002,0.7214624999999999,0.7699
0.5512499999999998,0.75985,0.7395700000000001
0.5534475,0.7323599999999999,0.761225
0.5719500000000002,0.7723499999999999,0.7349500000000004
0.5629,0.73099,0.73304
0.5443450000000002,0.75824,0.7559199999999998
0.5708275000000002,0.753955,0.73781
0.5369400000000001,0.7851025000000003,0.7576425
0.54425,0.7545,0.7561499999999999
0.5659875,0.7390425000000002,0.7584
0.5727000000000001,0.7467600000000001,0.74455
0.546355,0.7610549999999999,0.7381475
0.57535,0.7227899999999998,0.7432249999999998
0.57776,0.7524999999999998,0.7230999999999999
0.5678050000000001,0.7487149999999999,0.7648499999999997
0.5652999999999999,0.7378250000000001,0.7546499999999999
0.5526599999999998,0.7382,0.7386875
0.5575999999999998,0.73985,0.745705
0.5584,0.7245499999999999,0.73805
0.5536224999999999,0.72675,0.7533650000000001
0.5245000000000001,0.7299875000000001,0.7451499999999999
0.5491999999999999,0.7148375000000002,0.74229
0.5598825,0.73035,0.7434999999999999
0.5781,0.7415000000000002,0.7439
0.5177650000000001,0.7281,0.7198000000000001
0.5639999999999998,0.7263950000000001,0.7404499999999998
0.5368200000000001,0.7470475,0.7473975
0.5346475000000003,0.7433600000000002,0.7521200000000002
0.5505050000000002,0.7448,0.7354149999999997
0.555985,0.7534225,0.7335999999999999
0.5504000000000001,0.756055,0.7356499999999999
0.5404274999999997,0.7472825000000001,0.7439749999999999
0.5852850000000002,0.7491,0.7559349999999999
0.5585,0.7412000000000001,0.7560325000000002
0.57968,0.7697500000000002,0.7506025000000001
0.573745,0.7252225,0.7413500000000001
0.5862150000000002,0.7434499999999999,0.7640000000000002
0.5265925,0.7476,0.7397250000000003
0.567215,0.76508,0.7404024999999999
0.5449999999999999,0.7412800000000002,0.7328
0.5504000000000001,0.7754000000000002,0.7502500000000001
0.5451125000000001,0.7159000000000001,0.7464500000000001
0.5816099999999998,0.7379999999999999,0.7585874999999999
0.5637000000000001,0.7420000000000003,0.7256499999999998
0.5583,0.7512000000000002,0.73506
0.5192,0.7497999999999999,0.7699874999999997
0.5611,0.75725,0.7541
0.5494049999999998,0.7654,0.7523425
0.5419250000000002,0.74689,0.7463949999999999
0.5497249999999999,0.7913000000000001,0.7411000000000002
0.5895375,0.7357875000000001,0.7479399999999998
0.5356725,0.7354,0.76215
0.55725,0.7392275000000003,0.7315850000000002
0.5565500000000002,0.7781299999999999,0.76588
0.5623,0.73021,0.7208000000000001
0.5355,0.7666725000000001,0.7460250000000002
0.5476200000000001,0.7599500000000001,0.7497499999999999
0.5558875000000001,0.7692749999999998,0.76738
0.5661000000000003,0.7697150000000001,0.7689499999999999
0.5449,0.7198599999999999,0.7467800000000001
0.5534875,0.7239375000000002,0.7499
0.5640825,0.73696,0.749825
0.54655,0.7404550000000002,0.7565549999999998
0.5503200000000001,0.724795,0.7308875
0.5243325,0.7576099999999999,0.761715
0.582755,0.7406500000000001,0.7382999999999997
0.5405000000000001,0.73965,0.7705025000000001
0.555685,0.7592350000000002,0.75093
0.5582999999999999,0.7484000000000001,0.7434499999999997
0.53741,0.74126,0.7530699999999998
0.5509000000000001,0.73825,0.73504
0.5339349999999999,0.7440225000000003,0.7527149999999999
0.5532,0.7348,0.7468049999999999
0.5830674999999997,0.7556450000000001,0.7611950000000003
0.5767525,0.7356399999999997,0.751705
0.5490525000000002,0.7701174999999998,0.7616499999999999
0.5397000000000001,0.75475,0.7313500000000002
0.5460499999999999,0.7315450000000001,0.7328000000000001
0.5583299999999999,0.75283,0.7625500000000001
0.5674725000000002,0.756,0.772
0.5392874999999999,0.7435449999999999,0.7470875000000001
0.5617,0.7443875000000001,0.7692500000000001
0.5618550000000001,0.7375900000000002,0.7420999999999998
0.57701,0.7523050000000001,0.743225
0.5538,0.75869,0.7509499999999999
0.5567675000000001,0.7481224999999998,0.7423999999999997
0.5434500000000001,0.7330999999999999,0.756045
0.53561,0.7492724999999998,0.7189800000000001
0.53388,0.7584875000000002,0.7373099999999998
0.54494,0.730455,0.7500699999999999
0.5480499999999999,0.7549000000000001,0.72965
0.56856,0.7555550000000001,0.7648149999999997
0.5702250000000001,0.7503700000000001,0.7413599999999998
0.549,0.75088,0.7352000000000001
0.5593075,0.7402999999999998,0.7414675
0.5594999999999999,0.7393200000000001,0.7353999999999999
0.5888724999999999,0.7539499999999998,0.7426999999999999
0.5200499999999999,0.7517499999999998,0.7374899999999999
0.5411699999999999,0.7376500000000001,0.7472849999999999
0.542745,0.753,0.7507500000000001
0.5497949999999997,0.732425,0.7460500000000001
0.5474150000000001,0.7478500000000002,0.7559775
0.5584499999999999,0.724575,0.7292999999999998
0.5736449999999998,0.7280999999999999,0.7143725
0.5372499999999999,0.74984,0.76115
0.5603674999999998,0.7517999999999997,0.7519
0.5732550000000001,0.7479999999999998,0.7620874999999997
0.5889000000000001,0.7669125,0.7325375000000004
0.5570799999999998,0.7302000000000002,0.7507124999999998
0.5612600000000001,0.7597499999999999,0.7527999999999999
0.5465700000000001,0.7552499999999999,0.75347
0.545045,0.7385875000000001,0.7135350000000001
0.5325974999999998,0.7364875,0.7372
0.5446500000000001,0.7467050000000001,0.7505700000000001
0.5711400000000002,0.7715799999999999,0.75315
0.565705,0.7204499999999997,0.6997000000000001
0.5422425000000001,0.7439,0.7493200000000001
0.548635,0.7324850000000002,0.7417
0.563395,0.7605,0.7589499999999998
0.53279,0.7537249999999998,0.7409574999999999
0.5835999999999999,0.7552549999999999,0.7512000000000002
0.5436224999999999,0.73905,0.7276
0.52355,0.7646124999999998,0.7768750000000002
0.5408049999999999,0.7739599999999998,0.7363099999999998
0.56437,0.7493624999999996,0.7519100000000001
0.5663225,0.7349000000000002,0.7594775
0.5438824999999998,0.7321400000000002,0.7567150000000001
0.5313000000000001,0.7337550000000003,0.7153600000000001
0.5553000000000001,0.7388325,0.7844250000000001
0.5512025000000004,0.73725,0.7627999999999999
0.54827,0.7464500000000002,0.7217625
0.5440574999999999,0.7413500000000003,0.7481274999999998
0.5470549999999997,0.7514999999999997,0.7605999999999998
0.54329,0.7506499999999998,0.7474500000000001
0.5387750000000001,0.753975,0.7705850000000001
0.5421500000000001,0.745255,0.7530249999999998
0.5294500000000003,0.7351500000000001,0.7555499999999998
0.5277575000000001,0.74405,0.7295399999999999
0.5433099999999998,0.7359000000000001,0.7429000000000002
0.54435,0.74147,0.7553000000000004
0.5875,0.7508225000000001,0.7377599999999999
0.55685,0.7523500000000001,0.76089
0.543865,0.7402500000000001,0.74224
0.5428050000000001,0.74151,0.7408525
0.5399975000000001,0.7698974999999997,0.7501599999999998
0.5352825000000001,0.7474000000000001,0.7429499999999999
0.5580700000000001,0.7489500000000002,0.7433000000000001
0.5714100000000003,0.7322999999999996,0.7466499999999998
0.5606999999999999,0.7457699999999999,0.75245
0.5640500000000003,0.7443949999999999,0.7615999999999999
0.5352000000000001,0.7505499999999999,0.7493999999999997
0.5509749999999997,0.7398350000000004,0.746975
0.55925,0.7666525,0.74845
0.52295,0.7352200000000001,0.7445950000000001
