Fst34,Fst32,Fst42
0.01781250822216962,0.012511379286197832,0.018639575428476718
0.005562835875571381,-0.008054436295382716,0.001527111935025749
0.040711997062635286,0.012232485012057981,-0.010462044857077357
0.01585619290195417,0.005907963296902574,0.0025642695691399098
0.08260208260208313,0.020262397628145412,0.005966122020686804
0.0016318628128889623,0.012374435871306377,0.014747201095151374
0.02886832721402044,0.019583550879180067,0.00043002532371327895
0.02800728507565886,-0.002356346364361217,0.03386940723022214
-0.012470308788598006,-0.015059158247354931,-0.012058270021606976
-0.012981624832134386,0.07660020986358818,0.11503874039269402
0.009885251602007483,0.013862514242309443,0.014315538323889432
0.05794580165298724,0.051194044433518604,0.016955428544126572
0.053836636689504336,0.03895466594822439,-0.0079214689396776
0.04752659416228,-0.017612253447494064,0.04941792279298296
0.09429024871884994,0.10524497432263924,-0.014967832648022705
-0.0038827696361734,-0.000331066799093227,0.013126545195017991
0.028756689042034655,-0.005963430638570744,0.05591885240046501
0.06086290283963092,0.05638214565387678,-0.0062462983202766775
0.021325280867265595,0.020201487420222652,0.028101069392436617
0.021911808904982455,0.001576931741384402,0.002627210160696003
-0.014706307243363304,-0.020125498319865542,-0.017984108229538665
-0.005505715743046036,0.0043216950528626175,-0.018056305463267197
-0.0010722076385545343,-0.006123520910339186,-0.004834919977431795
0.003878736419598461,-0.00479267802479777,-0.007541612460995273
0.032407345005908694,0.007506325793157909,0.028811609176510156
0.0533370684813097,0.026724106147706483,-0.01842203914646423
-0.0026010877275945976,-0.00598002204924275,-0.0054492970202526525
0.18116644642547908,0.08557890388966616,0.02552766722466271
0.017517260051442496,0.041645384274867636,0.024105072393164506
0.02744172322218974,0.0425033346551793,0.02856508357699905
0.11324184752006972,0.10688100741546469,0.022782735709577562
0.03901019063388733,-0.019292080705592296,0.03294375334002919
0.08436008347258817,0.019987848310411116,0.03718791829133472
0.0821920620906309,0.06751552656768267,0.03893340070841034
-0.017062710930599634,-0.019990003090646358,-0.020088132614398235
0.04680643588493438,-0.005379856149555273,0.008950948800573011
