Pop1,Pop2,Ghost
0.016710526315789478,0.027563157894736814,0.010484210526315787
0.01591052631578947,0.030815789473684164,0.011300000000000003
0.03683157894736842,0.03961052631578953,0.006626315789473683
0.012305263157894736,0.013,0.009999999999999997
0.016342105263157897,0.026557894736842128,0.01484736842105263
0.02211052631578948,0.032863157894736886,0.006342105263157894
0.006421052631578947,0.012252631578947362,0.0034947368421052644
0.007294736842105264,0.009947368421052627,0.016742105263157885
0.00887368421052631,0.018410526315789474,0.004852631578947368
0.011789473684210522,0.010194736842105262,0.01426842105263158
0.017731578947368418,0.006873684210526316,0.008726315789473684
0.012247368421052625,0.010610526315789468,0.016199999999999992
0.0856947368421054,0.08545263157894749,0.0038368421052631585
0.026026315789473668,0.04599473684210533,0.004310526315789475
0.012031578947368416,0.01515263157894736,0.0015736842105263159
0.027184210526315814,0.01594736842105263,0.02027368421052631
0.01196315789473684,0.05641052631578957,0.012852631578947348
0.01589473684210526,0.008636842105263155,0.008889473684210522
0.018194736842105267,0.026884210526315774,0.008605263157894734
0.005957894736842104,0.004236842105263159,0.0031789473684210538
0.017552631578947354,0.03428421052631583,0.01951052631578948
0.03194736842105262,0.03134210526315795,0.017794736842105266
0.04991578947368419,0.018036842105263157,0.00957894736842105
0.01766842105263158,0.018563157894736844,0.009036842105263154
0.010621052631578946,0.008884210526315786,0.010789473684210526
0.006521052631578948,0.01994736842105263,0.00828947368421052
0.022557894736842096,0.011394736842105254,0.004794736842105263
0.023426315789473663,0.03607894736842106,0.01091052631578947
0.0203842105263158,0.026299999999999966,0.015078947368421051
0.008042105263157894,0.006568421052631576,0.010247368421052628
0.016863157894736833,0.018784210526315792,0.005684210526315789
0.020968421052631598,0.01981052631578946,0.00491578947368421
0.0062473684210526325,0.011547368421052626,0.0041263157894736845
0.008168421052631578,0.014773684210526317,0.003594736842105264
0.05957368421052621,0.037284210526315836,0.03161052631578949
0.043784210526315856,0.03311052631578942,0.006531578947368421
0.01597368421052631,0.007342105263157892,0.02083157894736844
0.025310526315789453,0.019357894736842116,0.005989473684210525
0.013957894736842101,0.025647368421052627,0.0089578947368421
0.014821052631578936,0.011352631578947368,0.007989473684210524
0.02305263157894737,0.02106315789473685,0.018747368421052634
0.015821052631578927,0.005978947368421052,0.02133157894736843
0.01062631578947368,0.005584210526315788,0.008947368421052624
0.07727368421052637,0.04402105263157896,0.006773684210526313
0.01586842105263158,0.018921052631578957,0.01563684210526315
0.006742105263157892,0.012721052631578944,0.010636842105263155
0.011899999999999992,0.012478947368421048,0.009463157894736842
0.02807894736842107,0.014010526315789466,0.0057263157894736835
0.015147368421052632,0.009768421052631577,0.006968421052631577
0.023036842105263175,0.07354210526315788,0.017373684210526326
0.016273684210526308,0.013757894736842103,0.02128947368421054
0.030373684210526306,0.021115789473684223,0.011236842105263158
0.014715789473684206,0.017210526315789468,0.008052631578947372
0.012184210526315785,0.04211052631578944,0.0064473684210526305
0.028047368421052658,0.011705263157894736,0.008010526315789473
0.05049473684210534,0.030121052631578927,0.0075210526315789466
0.008005263157894736,0.005378947368421052,0.004510526315789474
0.011078947368421044,0.03112105263157898,0.006094736842105262
0.046763157894736784,0.005563157894736843,0.017905263157894733
0.015347368421052632,0.030773684210526318,0.005873684210526314
0.011663157894736835,0.01296315789473684,0.008499999999999995
0.012289473684210529,0.010526315789473682,0.00784736842105263
0.02428947368421052,0.0251105263157895,0.0224263157894737
0.003957894736842106,0.0072315789473684205,0.005947368421052631
0.03395789473684207,0.013121052631578945,0.005521052631578947
0.009784210526315786,0.011352631578947364,0.006494736842105263
0.0028526315789473688,0.0027210526315789487,0.00661578947368421
0.01861052631578948,0.009278947368421046,0.011073684210526303
0.009268421052631573,0.026705263157894742,0.009752631578947365
0.005710526315789472,0.015542105263157894,0.008742105263157897
0.017631578947368415,0.01695263157894737,0.010289473684210524
0.03222105263157896,0.012457894736842104,0.005005263157894737
0.019305263157894742,0.016905263157894736,0.009547368421052626
0.00483157894736842,0.0242947368421053,0.0092
0.016800000000000006,0.006036842105263155,0.0070894736842105266
0.04365263157894737,0.05651052631578953,0.013931578947368413
0.02145263157894737,0.03229473684210528,0.015389473684210519
0.025710526315789493,0.011547368421052624,0.02100526315789472
0.01966315789473685,0.022142105263157928,0.004452631578947369
0.016915789473684214,0.012536842105263155,0.011878947368421051
0.018157894736842112,0.012910526315789468,0.004636842105263157
0.010678947368421041,0.031347368421052645,0.005115789473684211
0.031694736842105255,0.012484210526315775,0.0054842105263157885
0.03795789473684209,0.02073684210526315,0.012610526315789468
0.004652631578947369,0.03307894736842107,0.005321052631578945
0.006710526315789472,0.0036263157894736854,0.012463157894736837
0.00701578947368421,0.041868421052631624,0.015363157894736827
0.04967894736842109,0.04757368421052626,0.015605263157894728
0.02773157894736844,0.03448947368421057,0.00814736842105263
0.01082631578947368,0.010999999999999998,0.020778947368421053
0.012826315789473677,0.01894736842105262,0.013878947368421051
0.007847368421052627,0.013563157894736841,0.015005263157894733
0.005694736842105262,0.008752631578947366,0.007010526315789471
0.028531578947368446,0.007399999999999998,0.007736842105263156
0.01816842105263158,0.031078947368421053,0.00854736842105263
0.022005263157894726,0.034784210526315834,0.005742105263157894
0.0328263157894737,0.013384210526315773,0.009989473684210527
0.009889473684210521,0.01178421052631579,0.00474736842105263
0.01228947368421052,0.010810526315789474,0.004021052631578948
0.02270000000000001,0.0230578947368421,0.006184210526315787
0.02507368421052634,0.007631578947368412,0.028305263157894757
0.012736842105263156,0.013521052631578944,0.008578947368421049
0.015373684210526317,0.014073684210526306,0.014342105263157897
0.018036842105263153,0.014121052631578942,0.004736842105263157
0.010736842105263154,0.0077578947368421025,0.005747368421052631
0.006399999999999999,0.007157894736842098,0.004868421052631579
0.021057894736842123,0.018710526315789473,0.0066526315789473675
0.011384210526315788,0.012747368421052627,0.005252631578947367
0.028084210526315788,0.018763157894736843,0.008373684210526314
0.01640526315789473,0.010721052631578947,0.011731578947368416
0.020378947368421062,0.013910526315789463,0.017715789473684216
0.020605263157894745,0.015336842105263161,0.008968421052631575
0.018405263157894727,0.01950000000000001,0.004778947368421053
0.029989473684210552,0.0180736842105263,0.005989473684210524
0.006521052631578946,0.006378947368421052,0.006773684210526311
0.006042105263157892,0.016568421052631573,0.00791052631578947
0.009721052631578943,0.006647368421052626,0.015700000000000002
0.007268421052631577,0.012821052631578938,0.005436842105263156
0.02116842105263157,0.03814736842105262,0.007005263157894734
0.022389473684210535,0.025657894736842088,0.006694736842105261
0.017921052631578956,0.01038947368421052,0.030042105263157863
0.034173684210526356,0.015163157894736837,0.017736842105263148
0.007731578947368414,0.008578947368421045,0.009805263157894734
0.005031578947368422,0.016189473684210528,0.0064263157894736845
0.01121052631578947,0.008047368421052628,0.005742105263157894
0.029921052631578942,0.04206315789473681,0.01095263157894737
0.02126315789473684,0.01124210526315789,0.005094736842105263
0.016494736842105243,0.05659473684210536,0.011684210526315783
0.017884210526315784,0.0059631578947368395,0.007368421052631577
0.03123157894736844,0.038326315789473715,0.015536842105263161
0.010205263157894735,0.013694736842105263,0.007468421052631575
0.02440000000000002,0.021336842105263158,0.0065052631578947345
0.015084210526315776,0.028821052631578976,0.004315789473684211
0.02002631578947368,0.016684210526315784,0.007042105263157891
0.01109473684210526,0.02865263157894739,0.007231578947368419
0.007436842105263157,0.009710526315789472,0.008947368421052631
0.030426315789473704,0.028178947368421067,0.0063526315789473676
0.007647368421052631,0.009373684210526312,0.007726315789473683
0.015726315789473675,0.020210526315789477,0.009626315789473682
