Divergence34,Divergence32,Divergence42
0.01926250000000002,0.028227500000000013,0.024565000000000028
0.035350000000000055,0.028367500000000007,0.03196250000000007
0.024855000000000006,0.023685000000000015,0.013110000000000009
0.051065,0.040012499999999986,0.05697999999999997
0.058364999999999986,0.06574749999999989,0.05970749999999998
0.02519500000000001,0.030637499999999995,0.03699249999999997
0.027777499999999993,0.030427500000000003,0.03520250000000001
0.022797500000000016,0.027177500000000025,0.031385000000000024
0.05737500000000003,0.06309000000000001,0.034447500000000034
0.04109499999999998,0.02563499999999999,0.045309999999999954
0.06856250000000003,0.07064999999999996,0.04222249999999993
0.021280000000000014,0.022640000000000007,0.02278500000000001
0.03860749999999998,0.05202749999999998,0.042774999999999994
0.04019499999999998,0.023880000000000023,0.0329725
0.015264999999999992,0.014882500000000005,0.01669
0.035957499999999976,0.03364750000000002,0.034310000000000014
0.04597250000000005,0.06363,0.05739499999999998
0.03645000000000001,0.03339000000000001,0.03872499999999999
0.039925000000000016,0.04223499999999997,0.03939249999999997
0.024835000000000003,0.03311500000000001,0.0361325
0.012995000000000003,0.012394999999999998,0.010235000000000003
0.054877500000000065,0.05960250000000006,0.06480999999999987
0.019460000000000015,0.02321500000000001,0.02323500000000002
0.028527499999999994,0.023870000000000023,0.024215000000000014
0.09829499999999977,0.05760499999999988,0.09543499999999973
0.035510000000000014,0.036850000000000015,0.03131500000000002
0.02054000000000001,0.022497500000000007,0.023299999999999987
0.018475000000000005,0.014707499999999998,0.019972500000000008
0.06363999999999999,0.0988825,0.06628249999999997
0.02174999999999999,0.034305000000000016,0.036550000000000006
0.06277499999999991,0.05936249999999994,0.05720999999999995
0.039315,0.04649249999999996,0.03995749999999998
0.014052500000000006,0.017795,0.016237500000000012
0.0821474999999999,0.047354999999999994,0.09866499999999978
0.0689025,0.08367500000000007,0.07988249999999994
0.021292500000000023,0.03112500000000002,0.031140000000000022
0.01762500000000001,0.0223425,0.024685000000000002
0.02768750000000001,0.02079000000000001,0.022405000000000008
0.020630000000000016,0.01800250000000001,0.019455000000000004
0.041484999999999994,0.0720950000000001,0.08059499999999997
0.07118999999999999,0.022280000000000015,0.07227
0.04151000000000002,0.062304999999999916,0.06619750000000012
0.03975250000000001,0.035022499999999984,0.03460999999999999
0.035652500000000045,0.030092500000000043,0.03621749999999998
0.04369750000000004,0.04093249999999998,0.02799000000000001
0.024515000000000006,0.021865000000000016,0.017827500000000013
0.028907500000000058,0.02133500000000001,0.03959249999999996
0.08529249999999997,0.07249249999999985,0.08829749999999989
0.010830000000000001,0.02235,0.0215
0.029665000000000014,0.03624499999999999,0.02506250000000003
0.0442,0.03956749999999992,0.0569749999999999
0.045529999999999925,0.04222249999999996,0.045947499999999995
0.039837499999999984,0.047130000000000005,0.04441999999999997
0.05218000000000002,0.05404499999999999,0.03892250000000002
0.03731000000000004,0.027050000000000008,0.03538750000000006
0.024810000000000023,0.025435000000000013,0.017442500000000007
0.0325775,0.03702000000000001,0.03651499999999998
0.022537500000000005,0.025735000000000025,0.023407500000000005
0.038152499999999985,0.028170000000000004,0.02311249999999999
0.054885,0.05435499999999994,0.05582750000000004
0.08971749999999992,0.09488250000000009,0.08982250000000025
0.029430000000000008,0.026324999999999984,0.02499000000000002
0.03197250000000002,0.05286499999999996,0.04451249999999996
0.03563000000000006,0.028550000000000055,0.03237000000000004
0.029409999999999995,0.037447499999999995,0.028507499999999998
0.04731250000000001,0.06497249999999988,0.05483499999999987
0.031189999999999996,0.03291249999999998,0.03216500000000005
0.04454750000000001,0.057655000000000046,0.047645000000000035
0.01906500000000001,0.019160000000000007,0.021550000000000007
0.04330000000000002,0.029660000000000058,0.03875249999999995
0.029205000000000012,0.032149999999999984,0.028990000000000002
0.041144999999999966,0.03508250000000002,0.03192000000000001
0.04064749999999997,0.05224999999999997,0.048322499999999935
0.021467500000000014,0.06141499999999992,0.05670999999999994
0.019770000000000013,0.021595000000000007,0.03034000000000005
0.017810000000000006,0.0232825,0.025832500000000008
0.022315000000000022,0.0322825,0.03245000000000004
0.05025999999999997,0.042784999999999955,0.05003499999999999
0.05035999999999999,0.030242500000000012,0.05435749999999996
0.046109999999999964,0.04376249999999997,0.02483249999999998
0.026399999999999983,0.05405750000000004,0.04992250000000001
0.025042499999999992,0.015220000000000015,0.0291175
0.028612500000000016,0.02693000000000002,0.028217500000000024
0.05299499999999988,0.04351250000000004,0.05391500000000007
0.030622500000000018,0.06361999999999995,0.06177249999999995
0.03599499999999999,0.031805000000000035,0.03824750000000001
0.05878499999999993,0.05299750000000005,0.03796750000000001
0.03315250000000001,0.030280000000000022,0.03531249999999999
0.11227750000000013,0.09814499999999976,0.06395499999999985
0.020497500000000016,0.026192500000000056,0.020100000000000052
0.07548500000000011,0.07228999999999992,0.0680149999999999
0.10354250000000013,0.09166250000000008,0.08593750000000003
0.056337500000000075,0.056542500000000044,0.02497500000000004
0.04340750000000003,0.048627500000000025,0.03683499999999998
0.0314925,0.02249250000000001,0.03198500000000002
0.024804999999999987,0.016177500000000008,0.026667499999999993
0.08604749999999996,0.06629000000000007,0.039805
0.02683000000000001,0.033172500000000014,0.032572500000000004
0.024490000000000005,0.023087500000000018,0.014957500000000006
0.014377500000000005,0.015865000000000004,0.017182500000000003
0.03707499999999997,0.05075499999999996,0.051299999999999985
0.03648499999999999,0.031295000000000024,0.027760000000000038
0.017135000000000015,0.01891500000000002,0.01783250000000002
0.06210250000000015,0.056357500000000095,0.06913999999999978
0.022667500000000028,0.026695000000000028,0.0326175
0.012967500000000014,0.019492500000000003,0.017032500000000013
0.014004999999999993,0.014404999999999994,0.007699999999999998
0.024667500000000023,0.010367499999999998,0.02598999999999999
0.029642500000000016,0.02774750000000002,0.029597500000000002
0.021465000000000015,0.02124000000000002,0.022255000000000007
0.014605000000000005,0.015040000000000006,0.015402500000000005
0.04466250000000005,0.047687499999999994,0.039457499999999986
0.05877499999999995,0.06185250000000003,0.06561000000000004
0.022560000000000004,0.021887499999999994,0.025017500000000015
0.03761500000000006,0.04040249999999997,0.04071999999999998
0.07324749999999987,0.06211000000000012,0.06935749999999999
0.05333750000000006,0.0333725,0.055007499999999904
0.10498499999999968,0.09123500000000001,0.05286000000000013
0.04366749999999997,0.04275000000000001,0.03672999999999998
0.028219999999999985,0.02540750000000002,0.026810000000000007
0.04630499999999999,0.04468749999999995,0.033
0.030205000000000003,0.04178500000000003,0.043842500000000034
0.052140000000000096,0.07369499999999987,0.06191750000000005
0.03621000000000008,0.02730000000000001,0.02724000000000007
0.029509999999999988,0.034752500000000006,0.027892500000000008
0.056155000000000024,0.05185500000000002,0.04382499999999998
0.03593750000000004,0.04811999999999995,0.046284999999999944
0.04763250000000003,0.03318,0.05059749999999999
0.013812500000000004,0.01911250000000001,0.020225000000000003
0.03387000000000001,0.053072500000000015,0.05275750000000002
0.024517499999999994,0.040705000000000005,0.02815000000000002
0.032447500000000004,0.038967499999999995,0.03903499999999999
0.033749999999999995,0.0360925,0.03505499999999999
0.04071500000000004,0.04241500000000005,0.012457500000000012
0.018830000000000003,0.013965000000000003,0.01988999999999999
0.024574999999999993,0.023215,0.024105000000000005
0.043575,0.04202,0.04814750000000005
0.05871499999999997,0.05354749999999997,0.05782999999999997
0.029085000000000003,0.024672500000000017,0.03274749999999999
0.038725,0.03239499999999997,0.03524999999999996
0.03759750000000005,0.040085000000000016,0.038972499999999945
0.04920499999999993,0.039275000000000004,0.04272999999999998
0.024517499999999994,0.040705000000000005,0.02815000000000002
0.025954999999999978,0.02887250000000004,0.036480000000000005
0.029439999999999997,0.022442500000000004,0.029819999999999992
0.028364999999999977,0.02610500000000001,0.03551250000000004
