Fst34,Fst32,Fst42
0.1126546656541747,0.08033688252749194,-0.00036763204117451487
0.23221073730778619,0.014419666637221606,0.10541017819874732
0.03170335924822609,0.004535899460989756,0.00373636302373348
0.11011124695172902,0.01626969504092568,0.014433851102363282
0.09621488547940349,0.06031835858879331,-0.0034949306204368202
0.2935948250716358,0.12500159717874393,0.03457873771991893
0.1701894002076031,0.049779420970842425,0.04365166911074503
0.026199824973088037,0.06888430052189809,0.08765652951699476
0.09507276521439045,0.1496919775111064,-0.00745644537955692
0.3573225572340599,0.05420920572132393,0.23646942063445386
0.6839228695613071,0.1221279066552382,0.2757392661358088
0.07982059811661146,0.05605467512272233,0.026413851316575587
0.03718245865150449,0.041167923614474966,0.0119466259512232
0.17039244908097406,0.10563757094111637,0.07419685371587026
0.24147186667467924,0.11832641069800398,0.1250079185297962
0.08685044161723454,0.2447043749612513,0.0418328573376161
0.0808206669155721,0.06460884923062771,-0.0002047502047493044
0.16787946237479712,0.13268309089380348,0.05345382141216115
0.08390266512166822,0.005691777666426701,0.011166373154259168
0.10206963802350366,0.024825861761029522,0.02304711401183035
0.18843283582089587,0.026139065493005487,0.12537740728711821
0.29176982519318817,0.06528515189354644,0.08331042476206119
0.038675518047679436,0.017194045774146405,0.03847517479046403
0.1484585708920826,0.04905783910161288,0.03913397713442812
0.25789031358029335,0.02966919269595436,0.09185524137416223
0.005123317049922527,-0.009319813960118717,0.028866373542343893
0.3113466695064748,0.21104366513521844,0.006245697014229834
0.2058797367016546,0.2050868065937136,0.03629625689309757
0.22130519462162512,0.07180746717829722,0.09695792880258869
0.39887945503011213,0.04491247193781589,0.19533300234059192
0.18108520526993988,0.05320085937950225,0.04057565460723578
0.3047633158011711,0.052709178031700055,0.13406887328652672
0.17490756917076333,0.09841355203011626,0.107661987725446
0.6600918070855949,0.15123344551483298,0.2370204181802038
0.130887269989593,0.21478077473051949,0.05638503971928088
0.27765342286886807,0.10200009070706151,0.08413291712442461
0.0045899832901786786,0.024741053618090092,0.022780658823292943
0.08784288966055842,0.01114594789802903,0.09960184343355216
0.16509731458224863,0.01225425950196568,0.10736656772344111
0.14746575457560518,0.040859692169658346,0.05584833757431851
0.06078233418265189,0.015696587770224757,0.0231745127142976
0.15421496932819767,0.08614540271859006,0.04830131863328435
0.0784469911095127,0.016397590971203302,0.007777763204490862
0.022313110656668966,0.002179370465392072,-5.6299332289899695e-05
0.3274160064398598,0.03455082035661128,0.21518841851741577
0.03932066978140081,0.08658880386629131,0.016909341755698803
0.06718943563939173,0.0005040613299701624,0.006199337430916607
0.01779257849666993,0.009347483291410108,0.017794998238816806
0.10020408979951201,0.08261454100515153,0.13930156054273646
0.4326309419014085,0.09891557690832342,0.13267909423718072
0.19623642460337354,0.07028828409152021,0.10204783761171632
0.07452276578759442,0.12542939374245743,0.018675239941374322
0.2294377323420076,-0.006167395577173718,0.146171693735499
0.09992103778905814,0.03774551192437059,0.024016351558507787
0.1404044611041697,0.035137919194231815,0.03617026947783686
0.0938507433960446,0.007963809990639836,0.03718239506613319
0.15023411044144874,0.020724980988261144,0.032828767715618046
0.12299996452265172,0.007618902752736467,0.03757912109835493
0.4883301612741656,-0.015875782532281946,0.4622054161414765
0.06913370149768416,0.09328504992698261,0.006037184146896579
0.40327262062479063,0.12461730354915512,0.11010427455232075
0.050046082727520314,0.004304111539863431,0.005919090566644414
0.29051403160012224,0.023527852965114615,0.14562739082679987
0.15902964959568777,0.025891856435260374,0.03408986153874549
0.10733764634324106,0.02464148656836984,0.053399931070313045
0.16552209932697337,0.025547689765291315,0.05367934589406309
0.05997619108793084,0.01957387839944602,-0.006581996848057381
0.1676723737782313,-0.0032074857741306584,0.09197579624673125
